mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
376,6,311,56,-0.1498756,5.6510534,-1.0,500.0,1
376,36,3402,8705804,-71.145782,21.455191,-1.0,1000.0,1
376,36,3402,8705805,-71.140213,21.477097,-1.0,1000.0,1
376,36,3402,8705813,-71.146523,21.523298,-1.0,1000.0,1
376,36,3402,8705814,-71.149124,21.444839,-1.0,1000.0,1
376,36,3402,8707595,-71.140213,21.477097,-1.0,1000.0,1
376,36,3402,8707597,-71.142067,21.488052,-1.0,1000.0,1
376,36,3402,8707607,-71.142441,21.460529,-1.0,1000.0,1
376,36,3402,8708363,-71.139465,21.489182,-1.0,1000.0,1
376,36,3402,8708364,-71.146523,21.523298,-1.0,1000.0,1
376,36,3402,8708365,-71.140213,21.477097,-1.0,1000.0,1
376,36,3402,8708374,-71.145035,21.457253,-1.0,1000.0,1
376,36,3402,8711691,-71.140213,21.477097,-1.0,1000.0,1
376,36,3402,8711693,-71.139465,21.489182,-1.0,1000.0,1
376,36,3402,8711703,-71.145782,21.455191,-1.0,1000.0,1
376,54,20030,54211,-71.6285883,-35.4313416,-1.0,500.0,2
376,54,35787,52088,-71.2574377,-34.9828048,-1.0,500.0,12
376,57,33624,33002,-70.5009516,19.2322283,-1.0,500.0,1
376,64,43865,12333,98.6458333,55.5526883,-1.0,500.0,1
376,64,43865,14443,98.6218233,55.5536817,-1.0,500.0,1
376,69,43857,15491,102.0314216,53.9358217,-1.0,500.0,1
376,88,43861,16961,100.5902883,54.574775,-1.0,500.0,1
376,88,43863,12211,101.2174717,56.0791683,-1.0,500.0,1
376,94,901,10034,-72.2470189,21.7893677,-1.0,5538.0,931
376,94,901,10035,-72.3030424,21.8028914,-1.0,4054.0,397
376,94,901,10036,-72.2834032,21.8081024,-1.0,3125.0,2921
376,94,901,10037,-72.2364817,21.7879564,-1.0,10584.0,2821
376,94,901,10038,-72.2034484,21.7864254,-1.0,10092.0,986
376,94,901,10039,-72.2498012,21.7897861,-1.0,9519.0,1219
376,94,901,10044,-70.8323422,19.8704444,-1.0,500.0,1
376,94,901,10045,-72.16783,21.77715,-1.0,500.0,1
376,94,901,10054,-72.2548856,21.7837737,-1.0,1487.0,914
376,94,901,10055,-72.256191,21.7855922,-1.0,1453.0,706
376,94,901,10056,-72.266934,21.7794206,-1.0,33272.0,5455
376,94,901,10057,-72.2361947,21.7820975,-1.0,11044.0,6745
376,94,901,10058,-72.2294892,21.7843508,-1.0,10317.0,2971
376,94,901,10059,-72.2505361,21.7879414,-1.0,11178.0,1647
376,94,901,10065,-70.8324267,19.8735667,-1.0,500.0,1
376,94,901,10074,-72.181187,21.7769736,-1.0,2901.0,74
376,94,901,10075,-72.2141741,21.7704,-1.0,1994.0,267
376,94,901,10076,-72.2074363,21.7805,-1.0,2587.0,1432
376,94,901,10104,-72.2597582,21.787813,-1.0,500.0,15
376,94,901,10105,-72.2614978,21.784372,-1.0,708.0,63
376,94,901,10106,-72.2644945,21.7805473,-1.0,558.0,104
376,94,901,10107,-72.2242803,21.7861225,-1.0,10176.0,15040
376,94,901,10108,-72.259461,21.7871201,-1.0,11348.0,1163
376,94,901,10109,-72.2440346,21.7870069,-1.0,9558.0,669
376,94,901,10115,-72.1746033,21.766189,-1.0,1097.0,10
376,94,901,10135,-72.3048229,21.80238,-1.0,12366.0,188
376,94,901,10136,-72.3462592,21.8012359,-1.0,26871.0,51
376,94,901,10138,-72.2467406,21.7721134,-1.0,9928.0,106
376,94,901,10144,-72.1796132,21.7833007,-1.0,3237.0,2561
376,94,901,10145,-72.193761,21.7642437,-1.0,3435.0,462
376,94,901,10146,-72.2049725,21.7806762,-1.0,3477.0,552
376,94,901,10147,-72.1934221,21.7910525,-1.0,10945.0,969
376,94,901,10148,-72.229469,21.7771287,-1.0,9054.0,1112
376,94,901,10149,-72.208235,21.7875064,-1.0,9345.0,1685
376,94,901,10154,-72.2076893,21.7733288,-1.0,4192.0,371
376,94,901,10155,-72.2370297,21.7738302,-1.0,7916.0,23225
376,94,901,10156,-72.2578165,21.78385,-1.0,7362.0,3832
