mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
710,0,10,34,-86.330441,12.1563773,-1.0,18281.0,309
710,0,10,35,-86.268234,11.9532309,-1.0,2916.0,12
710,0,10,36,-86.3697868,11.9988468,-1.0,10672.0,277
710,0,10,11029,-86.3867916,12.0470783,-1.0,500.0,2
710,0,16,3029,-85.9825765,12.3194367,-1.0,1477.0,5
710,0,16,10121,-86.7153519,12.2935719,-1.0,500.0,5
710,0,16,10350,-85.1296808,11.9053893,-1.0,2753.0,9
710,0,16,20121,-86.3849414,12.0558837,-1.0,29132.0,13
710,0,16,20794,-86.275442,12.1612225,-1.0,500.0,2
710,0,19,2075,-86.0936798,12.1797911,-1.0,876.0,27
710,0,19,3075,-86.055211,12.113573,-1.0,500.0,1
710,0,19,10597,-86.13934,12.0861448,-1.0,500.0,7
710,0,19,10857,-86.0553045,12.1136528,-1.0,500.0,2
710,0,19,20857,-86.092698,12.15167,-1.0,500.0,1
710,0,19,30597,-86.162213,12.098853,-1.0,500.0,1
710,0,19,31048,-86.160977,12.1000451,-1.0,500.0,3
710,0,40,2113,-86.2310155,12.1300965,-1.0,500.0,2
710,0,80,10055,-85.073249,13.0697202,-1.0,500.0,2
710,0,80,10594,-85.2238457,12.9168333,-1.0,500.0,5
710,0,80,11028,-84.6121494,11.7978931,-1.0,4013.0,14
710,0,80,11044,-85.133988,12.9882,-1.0,500.0,1
710,0,80,20973,-85.2245,12.916848,-1.0,500.0,1
710,0,80,20988,-85.0830171,13.0643322,-1.0,500.0,2
710,0,80,21028,-84.5418704,11.7386371,-1.0,1635.0,9
710,0,80,30594,-85.267881,12.8896446,-1.0,500.0,4
710,0,80,31044,-85.178445,12.938446,-1.0,500.0,1
710,0,81,10379,-84.4162637,13.8270645,-1.0,1654.0,9
710,0,81,10500,-83.8028434,14.0962185,-1.0,3162.0,14
710,0,81,30500,-83.946191,14.073145,-1.0,500.0,1
710,0,81,34506,-84.261283,13.9627277,-1.0,500.0,6
710,0,82,10400,-83.4849288,14.2469095,-1.0,7119.0,45
710,0,82,10599,-83.4739317,14.2289639,-1.0,10758.0,96
710,0,82,10724,-83.402896,14.099875,-1.0,500.0,1
710,0,82,20400,-83.5497725,14.1156392,-1.0,22975.0,95
710,0,82,20542,-83.4780635,14.2411522,-1.0,5379.0,5
710,0,82,20599,-83.4385705,14.1404752,-1.0,4201.0,2
710,0,82,20691,-83.4870964,14.2545048,-1.0,1026.0,4
