mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
624,1,1,1797,9.7469329833984,4.1027069091797,-1.0,1000.0,1
624,1,1,2757,9.6521759033203,4.0697479248047,-1.0,1000.0,2
624,1,1,6343,9.6782684326172,4.0724945068359,-1.0,1000.0,1
624,1,1,8583,9.7222137451172,4.0752410888672,-1.0,1000.0,1
624,1,1,8602,9.6920013427734,4.0244293212891,-1.0,1000.0,1
624,1,1,10951,9.7798919677734,4.1260528564453,-1.0,1000.0,1
624,1,1,65576,9.7249603271484,4.0601348876953,-1.0,1000.0,1
624,1,1,65578,9.727249,4.058762,-1.0,1000.0,3
624,1,1,65579,9.7263336181641,4.0587615966797,-1.0,1000.0,1
624,1,1,65581,9.7208404541016,4.0615081787109,-1.0,1000.0,1
624,1,1,65582,9.727132,4.058817,-1.0,1000.0,3
624,1,1,65583,9.7222137451172,4.0615081787109,-1.0,1000.0,1
624,1,1,65584,9.7243466,4.0606096,-1.0,2077.0,382
624,1,1,65585,9.7290802001953,4.0587615966797,-1.0,1000.0,1
624,1,1,65697,9.633294,4.116783,-1.0,6936.0,4
624,1,1,65698,9.6356964111328,4.0972137451172,-1.0,1000.0,2
624,1,1,65699,9.652863,4.083824,-1.0,1000.0,4
624,1,1,65701,9.649915,4.092041,-1.0,3576.0,150
624,1,1,65702,9.628143,4.10202,-1.0,1000.0,2
624,1,1,65703,9.6329498291016,4.0944671630859,-1.0,1000.0,1
624,1,1,65717,9.7510528564453,4.0587615966797,-1.0,1000.0,1
624,1,1,65718,9.7483062744141,4.0518951416016,-1.0,1000.0,1
624,1,1,65721,9.7510528564453,4.0587615966797,-1.0,1000.0,2
624,1,1,65722,9.7496795654297,4.0560150146484,-1.0,1000.0,2
624,1,1,65723,9.7496795654297,4.0587615966797,-1.0,1000.0,1
624,1,1,65726,9.685388,4.041573,-1.0,1000.0,2
624,1,1,65727,9.69658,4.041487,-1.0,4385.0,7
624,1,1,65728,9.701853,4.053066,-1.0,7850.0,5
624,1,1,65729,9.69572,4.050661,-1.0,8526.0,7
624,1,1,65731,9.688568,4.042969,-1.0,1000.0,2
624,1,1,65732,9.686948,4.041443,-1.0,1000.0,10
624,1,1,65733,9.687423,4.042292,-1.0,1000.0,5
624,1,1,65737,9.7318267822266,4.0491485595703,-1.0,1000.0,1
624,1,1,65738,9.7345733642578,4.0436553955078,-1.0,1000.0,1
624,1,1,65739,9.6947479248047,4.0354156494141,-1.0,1000.0,1
624,1,1,65741,9.7290802001953,4.0491485595703,-1.0,1000.0,1
624,1,1,65742,9.7318267822266,4.0477752685547,-1.0,1000.0,1
624,1,1,65743,9.7277069091797,4.0464019775391,-1.0,1000.0,1
624,1,1,65744,9.7304534912109,4.0491485595703,-1.0,1000.0,1
624,1,1,65748,9.698868,4.025803,-1.0,1000.0,3
624,1,1,65749,9.696579,4.029922,-1.0,1000.0,3
624,1,1,65752,9.7002410888672,4.0271759033203,-1.0,1000.0,3
624,1,1,65753,9.696121,4.032669,-1.0,1000.0,5
624,1,1,65787,9.7510528564453,4.0876007080078,-1.0,1000.0,2
624,1,1,65788,9.7579193115234,4.0848541259766,-1.0,1000.0,1
624,1,1,65789,9.757992,4.071892,-1.0,1348.0,57
624,1,1,65791,9.7524261474609,4.0862274169922,-1.0,1000.0,1
624,1,1,65792,9.7579193115234,4.0834808349609,-1.0,1000.0,1
624,1,1,65793,9.759293,4.07135,-1.0,1172.0,12
624,1,1,65797,9.689713,4.071579,-1.0,1000.0,3
624,1,1,65798,9.689804,4.071121,-1.0,1000.0,5
624,1,1,65799,9.685331,4.069748,-1.0,1000.0,7
624,1,1,65801,9.686966,4.072495,-1.0,1000.0,3
624,1,1,65802,9.692917,4.070663,-1.0,1000.0,6
624,1,1,65803,9.685135,4.071317,-1.0,1000.0,7
624,1,1,66056,9.720716,4.058978,-1.0,2342.0,5
624,1,1,66058,9.7414398193359,4.0656280517578,-1.0,1000.0,1
624,1,1,66059,9.7057342529297,4.0518951416016,-1.0,1000.0,1
624,1,1,66062,9.7428131103516,4.0642547607422,-1.0,1000.0,2
624,1,1,66137,9.708481,4.058418,-1.0,1000.0,4
624,1,1,66138,9.7071075439453,4.0560150146484,-1.0,1000.0,4
624,1,1,66139,9.7029876708984,4.0518951416016,-1.0,1000.0,3
624,1,1,66141,9.706192,4.056931,-1.0,1000.0,3
624,1,1,66142,9.7071075439453,4.0560150146484,-1.0,1000.0,7
624,1,1,66143,9.704132,4.05304,-1.0,1000.0,6
624,1,1,66144,9.7060287,4.0565019,-1.0,1311.0,552
624,1,1,66145,9.70707,4.0553768,-1.0,2865.0,261
624,1,1,66147,9.7153472900391,4.0464019775391,-1.0,1000.0,1
624,1,1,66148,9.734947,4.028638,-1.0,2945.0,3
624,1,1,66149,9.711232,4.038318,-1.0,1000.0,7
624,1,1,66152,9.7132261,4.0376426,-1.0,2242.0,211
624,1,1,66153,9.71119510384615,4.03855773461538,-1.0,3535.38461538462,208
624,1,1,66154,9.708465,4.04304,-1.0,1000.0,1
624,1,1,66155,9.7125941,4.0385492,-1.0,2125.0,280
624,1,1,66167,9.740616,4.029648,-1.0,3953.0,5
624,1,1,66168,9.70361296442522,4.04372019545201,-1.0,755.238095238095,21
624,1,1,66169,9.705734,4.043198,-1.0,1000.0,3
624,1,1,66171,9.7043609619141,4.0436553955078,-1.0,1000.0,1
624,1,1,66172,9.705734,4.042969,-1.0,1000.0,2
624,1,1,66173,9.7057342529297,4.0422821044922,-1.0,1000.0,1
624,1,1,66177,9.716721,4.017105,-1.0,1000.0,3
624,1,1,66179,9.7126007080078,4.0148162841797,-1.0,1000.0,2
624,1,1,66181,9.717178,4.015274,-1.0,1000.0,3
624,1,1,66183,9.7126007080078,4.0134429931641,-1.0,1000.0,1
624,1,1,66307,9.602051,4.155579,-1.0,1145.0,4
624,1,1,66308,9.5986175537109,4.1686248779297,-1.0,1000.0,1
624,1,1,66309,9.607887,4.159355,-1.0,1000.0,4
624,1,1,66312,9.6027374267578,4.1851043701172,-1.0,1000.0,1
624,1,1,66347,9.691544,4.049149,-1.0,1000.0,3
624,1,1,66348,9.6947479248047,4.0491485595703,-1.0,1000.0,1
624,1,1,66349,9.692276,4.051895,-1.0,1000.0,5
624,1,1,66351,9.692688,4.049835,-1.0,1000.0,2
624,1,1,66352,9.6974945068359,4.0436553955078,-1.0,1000.0,1
624,1,1,66353,9.689661,4.048265,-1.0,1000.0,6
624,1,1,66354,9.6907093,4.048472,-1.0,500.0,33
624,1,1,66355,9.6923727,4.0491024,-1.0,500.0,5
624,1,1,66356,9.701207,4.0472893,-1.0,4454.0,54
624,1,1,66357,9.7029876708984,4.0491485595703,-1.0,1000.0,1
624,1,1,66358,9.705048,4.045029,-1.0,1000.0,2
624,1,1,66359,9.699326,4.047775,-1.0,1000.0,3
624,1,1,66361,9.710312,4.061508,-1.0,1679.0,3
624,1,1,66362,9.700928,4.046402,-1.0,1000.0,2
624,1,1,66363,9.7011717,4.0484792,-1.0,4529.0,89
624,1,1,66377,9.69392577290315,4.04813317942438,-1.0,1928.45514950166,602
624,1,1,66379,9.6768951416016,4.0395355224609,-1.0,1000.0,1
624,1,1,66381,9.6941096,4.0482256,-1.0,1501.0,344
624,1,1,66383,9.6768951416016,4.0395355224609,-1.0,1000.0,1
624,1,1,66384,9.6941662,4.0481877,-1.0,1809.0,466
624,1,1,66627,9.711914,4.066315,-1.0,1000.0,2
624,1,1,66628,9.716755,4.067272,-1.0,1212.0,8
