mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
738,1,10,2056707,-58.256817,6.860734,-1.0,1000.0,1
738,1,30,95887,-58.226852416992,6.5608978271484,-1.0,1000.0,1
738,1,103,252,-59.796524047852,3.3707427978516,-1.0,1000.0,1
738,1,103,272,-59.796524047852,3.3707427978516,-1.0,1000.0,1
738,1,103,273,-59.796524047852,3.3707427978516,-1.0,1000.0,1
738,1,103,862,-58.181533813477,6.7462921142578,-1.0,1000.0,1
738,1,103,863,-58.181533813477,6.7462921142578,-1.0,1000.0,1
738,1,103,1463,-58.181533813477,6.7462921142578,-1.0,1000.0,1
738,1,106,332,-58.240585327148,6.3480377197266,-1.0,1000.0,1
738,1,106,881,-58.181533813477,6.7462921142578,-1.0,1000.0,1
738,1,106,921,-58.181533813477,6.7462921142578,-1.0,1000.0,1
738,1,200,10041,-58.1678719311585,6.78752269877504,-1.0,5018.89115071564,184659
738,1,200,10042,-58.173805378249,6.7718901688845,-1.0,35376.1119982701,184985
738,1,200,10043,-58.1688764945178,6.78893950664418,-1.0,5830.39758836488,205172
738,1,200,10045,-58.165777,6.786479,-1.0,1107.0,19
738,1,200,10046,-58.171553,6.773867,-1.0,2536.0,66
738,1,200,10051,-58.1828800830929,6.81097864072775,-1.0,5207.68369070825,7695
738,1,200,10052,-58.1854369205509,6.80630842328079,-1.0,12629.4975883845,20111
738,1,200,10053,-58.1978974491286,6.81383842078264,-1.0,8734.26241367971,9123
738,1,200,10055,-58.185375,6.807359,-1.0,1000.0,44
738,1,200,10056,-58.188552,6.799252,-1.0,1105.0,37
738,1,200,10057,-58.194827,6.81038,-1.0,1000.0,17
738,1,200,10161,-58.1883466810302,6.72760580458173,-1.0,7443.3595495923,46358
738,1,200,10162,-58.1823942420788,6.70979089051153,-1.0,9874.50675732867,70886
738,1,200,10163,-58.1893037296653,6.70593186389885,-1.0,8369.52536332997,93166
738,1,200,10171,-58.1984212353394,6.63775842663103,-1.0,6869.62413059723,17397
738,1,200,10172,-58.2043852336348,6.61948613391613,-1.0,7348.77445069668,14928
738,1,200,10173,-58.205496933111,6.62427452471721,-1.0,1468.12085308057,422
738,1,200,10201,-58.2132567665471,6.83234814785516,-1.0,13698.2709182841,6131
738,1,200,10202,-58.2601481172502,6.832535841076,-1.0,7183.46541417592,1171
738,1,200,10203,-58.2564579977427,6.85669920812641,-1.0,11020.3295711061,3544
738,1,200,10211,-58.2779796084989,6.86600178543504,-1.0,21297.6863911612,28239
738,1,200,10212,-58.2982219479493,6.87381629326272,-1.0,6957.23697499692,8119
738,1,200,10221,-58.3392929576613,6.87525450432579,-1.0,7106.21116504854,412
738,1,200,10222,-58.345984487829,6.87071205164474,-1.0,8113.11842105263,304
738,1,200,10223,-58.354749683702,6.87449015782062,-1.0,6598.7649281935,1323
738,1,200,10225,-58.343582,6.875381,-1.0,1000.0,8
738,1,200,10226,-58.353195,6.870575,-1.0,1000.0,4
738,1,200,10227,-58.372421264648,6.8712615966797,-1.0,1000.0,1
738,1,200,10231,-58.4234574899915,6.86163152861046,-1.0,6769.46630079546,32434
738,1,200,10232,-58.428793001587,6.85333821613281,-1.0,6736.19534883721,430
738,1,200,10233,-58.4248093839089,6.86176757644533,-1.0,5743.79264510412,2257
738,1,200,10235,-58.419113,6.862335,-1.0,1000.0,2
738,1,200,10236,-58.423233032227,6.8602752685547,-1.0,1000.0,2
738,1,200,10237,-58.417739868164,6.8630218505859,-1.0,1000.0,1
738,1,200,20165,-58.198471,6.738968,-1.0,1435.0,15
738,1,200,20167,-58.186875,6.718696,-1.0,2808.0,6
738,1,200,20205,-58.190174,6.800365,-1.0,1000.0,24
738,1,200,20207,-58.245882,6.852036,-1.0,1000.0,7
738,1,200,20215,-58.290023803711,6.8712615966797,-1.0,1000.0,4
738,1,200,20216,-58.307796,6.874897,-1.0,1000.0,17
738,1,200,20322,-58.44108581543,6.9509124755859,-1.0,1000.0,1
738,1,200,20323,-58.4964838949495,6.89813385858586,-1.0,10869.5353535354,99
738,1,200,20381,-58.1852539241411,6.68247449110043,-1.0,6897.68192905429,14349
738,1,200,20382,-58.1830430512557,6.67295551787702,-1.0,2103.30214917826,1582
738,1,200,20383,-58.1884921643357,6.6577153747616,-1.0,16142.9828353465,15730
738,1,200,20421,-58.48573,7.0314683,-1.0,500.0,1
738,1,200,20423,-58.5188782,6.8917735,-1.0,1099.0,15
738,1,200,20427,-58.574295043945,6.8781280517578,-1.0,1000.0,1
738,1,200,20461,-58.1779623195018,6.76132325317909,-1.0,34787.5452876534,156334
738,1,200,20462,-58.1701192128911,6.75035905572004,-1.0,23291.1428342802,449892
738,1,200,20463,-58.1840007727576,6.74622711633276,-1.0,25270.5565626985,64539
738,1,200,20465,-58.175509,6.768453,-1.0,990.0,196
738,1,200,20466,-58.175296,6.764066,-1.0,2360.0,134
738,1,200,20467,-58.18345,6.7458,-1.0,1258.0,27
738,1,200,20476,-58.166427612305,6.7929840087891,-1.0,1000.0,1
738,1,200,20591,-58.2341170687679,6.77910711031519,-1.0,12579.8376313276,2094
738,1,200,20592,-58.2391385377396,6.76628655753262,-1.0,7901.11340206186,97
738,1,200,20593,-58.276493085,6.76685598,-1.0,4318.0,100
738,1,200,20601,-58.2468195,6.729091,-1.0,7375.0,217
738,1,200,20602,-58.254928582027,6.72680056294857,-1.0,12966.4440078585,509
738,1,200,20603,-58.262612819604,6.73163469168317,-1.0,3637.91287128713,505
738,1,200,20605,-58.23371887207,6.7311859130859,-1.0,1000.0,1
738,1,200,20607,-58.271643,6.732454,-1.0,1120.0,13
738,1,200,20611,-58.1657339904696,6.73891390139416,-1.0,15460.08439567,241292
738,1,200,20612,-58.1527937465394,6.74305504498807,-1.0,2222.51352426412,22626
738,1,200,20613,-58.1565037185559,6.74167622397664,-1.0,5944.0923812052,18835
738,1,200,20681,-58.3149612851261,6.87942758908904,-1.0,4920.49819866186,1943
738,1,200,20682,-58.3246869606557,6.87529193196721,-1.0,2232.22131147541,732
738,1,200,20683,-58.3253369605873,6.87694851514683,-1.0,1550.11282843895,1294
738,1,200,20685,-58.312378,6.878128,-1.0,1000.0,18
738,1,200,20686,-58.317882,6.878128,-1.0,1000.0,14
738,1,200,20687,-58.325435,6.878128,-1.0,1000.0,14
738,1,200,20731,-58.1928841005416,6.77316103927783,-1.0,11960.1430290873,4985
738,1,200,20732,-58.2014081024677,6.7550582114151,-1.0,3874.50260416667,1152
738,1,200,20733,-58.2144944127224,6.76206149754066,-1.0,9936.48890010091,1982
738,1,200,20735,-58.192368,6.76796,-1.0,1000.0,9
738,1,200,20737,-58.19046,6.801224,-1.0,1000.0,2
738,1,200,20741,-58.2060977698113,6.7325852490566,-1.0,9170.09433962264,901
738,1,200,20742,-58.2068148,6.7122019,-1.0,4797.0,808
738,1,200,20743,-58.2174045847733,6.72765204104365,-1.0,2777.23913043478,230
738,1,200,20771,-58.3790812032451,6.87110156314767,-1.0,2882.12068965517,174
738,1,200,20772,-58.3991309015885,6.83663092549852,-1.0,6540.5685483871,248
738,1,200,20773,-58.3997900065273,6.86700102358573,-1.0,2713.5625,112
738,1,200,20961,-58.1714364421732,6.70795564896077,-1.0,3574.48077919757,55955
738,1,200,20962,-58.1829021295922,6.69937449100768,-1.0,6914.27801189886,16136
738,1,200,20963,-58.1815536950799,6.70778182755228,-1.0,4393.69864698647,4065
738,1,200,20965,-58.16856,6.706105,-1.0,1000.0,38
738,1,200,20966,-58.184738,6.6996,-1.0,1000.0,3
738,1,200,20967,-58.185915,6.711254,-1.0,1000.0,7
738,1,200,20971,-58.1909470405713,6.68152701252329,-1.0,16462.9604636721,4831
738,1,200,20972,-58.2066956,6.7094021,-1.0,12101.0,14638
738,1,200,20975,-58.193893432617,6.6487884521484,-1.0,1000.0,1
738,1,200,20976,-58.20282,6.727753,-1.0,2216.0,2
738,1,200,20981,-58.4500285784648,6.83663784901172,-1.0,908.86,50
738,1,200,20982,-58.4084929561301,6.82071370881721,-1.0,10647.1181556196,347
738,1,200,20983,-58.4638602,6.8256104,-1.0,11241.0,674
738,1,200,20992,-58.35319519043,6.8753814697266,-1.0,1000.0,1
738,1,200,20993,-58.4179341391618,6.8646816100342,-1.0,18584.339297548,1509
738,1,200,23071,-58.5194731642857,6.89254183785714,-1.0,11108.9428571429,140
738,1,200,23072,-58.54918785,6.76336236,-1.0,14730.35,40
738,1,200,23101,-58.1919500026636,6.79319422575651,-1.0,4120.94737433621,35591
738,1,200,23102,-58.1912923483052,6.77527365824126,-1.0,4262.508598488,24074
738,1,200,23103,-58.2002574078267,6.78362847426999,-1.0,6677.12805169938,4178
738,1,200,23111,-58.2518122995215,6.85384468205742,-1.0,16028.6371610845,1254
738,1,200,23112,-58.2712393840072,6.86070106941553,-1.0,3993.201561249,4996
738,1,200,23113,-58.2724096740333,6.86424391111381,-1.0,20645.4161600195,16448
738,1,200,23211,-58.1601889691789,6.76686902933135,-1.0,27851.9545419918,2953495
738,1,200,23212,-58.1610896887242,6.75821522505178,-1.0,6627.24703288664,404602
738,1,200,23213,-58.1659223671794,6.76972470447666,-1.0,37823.9790885156,343352
738,1,200,23215,-58.141251,6.780739,-1.0,1000.0,12
738,1,200,23216,-58.166755,6.774803,-1.0,5205.0,420
738,1,200,23217,-58.174688,6.768477,-1.0,1845.0,128
738,1,200,23221,-58.2325241897629,6.77789483733113,-1.0,11030.5339241947,86089
738,1,200,23222,-58.2147267522688,6.77309413713072,-1.0,2926.39273991118,5179
738,1,200,23223,-58.2249558423114,6.76528958065913,-1.0,4748.95148935069,77282
738,1,200,23231,-58.5146271,6.9708619,-1.0,500.0,28
738,1,200,23232,-58.5158752821533,6.95979808703613,-1.0,7694.00961538462,104
738,1,200,23233,-58.564224,6.957779,-1.0,1000.0,3
738,1,200,23361,-58.2920994,6.7594194,-1.0,2796.0,21
738,1,200,23362,-58.2786019328492,6.72986955828678,-1.0,13354.5754189944,2685
738,1,200,23363,-58.2516269920705,6.51376049867841,-1.0,25190.7356828194,908
738,1,200,23391,-58.1668439,6.7052259,-1.0,3714.0,17300
738,1,200,23392,-58.1782547,6.6977361,-1.0,2660.0,21613
738,1,200,23393,-58.180155,6.7053517,-1.0,3774.0,170477
738,1,200,23411,-58.3411471,6.8746628,-1.0,1738.0,997
738,1,200,23412,-58.3476348,6.8610107,-1.0,1791.0,366
738,1,200,23413,-58.3572791,6.8684268,-1.0,16254.0,614
738,1,200,2728454,-58.18977355957,6.7971038818359,-1.0,1000.0,5
738,1,205,10383,-57.1312934,5.8397665,-1.0,11925.0,5
738,1,205,12281,-57.1330473,5.825907,-1.0,6390.0,37
738,1,205,12283,-57.261017,5.4438632,-1.0,5919.0,4
738,1,205,13201,-57.2681883,5.4079283,-1.0,500.0,2
738,1,205,13552,-57.271155,5.3961867,-1.0,500.0,1
738,1,210,10011,-58.1550455736911,6.82325760958966,-1.0,13216.5169597675,119754
738,1,210,10012,-58.160942324622,6.821213473129,-1.0,3301.54864685522,55759
738,1,210,10013,-58.1652962896933,6.82085169385271,-1.0,5903.19056146157,44117
738,1,210,10015,-58.153947,6.819275,-1.0,2477.0,821
738,1,210,10016,-58.152798,6.817722,-1.0,1992.0,293
738,1,210,10017,-58.164189,6.817322,-1.0,1000.0,119
738,1,210,10043,-58.15544128418,6.7861175537109,-1.0,1000.0,1
738,1,210,10045,-58.166427612305,6.7943572998047,-1.0,1000.0,1
738,1,210,10055,-58.174667358398,6.8067169189453,-1.0,1000.0,1
738,1,210,10061,-58.1640848607337,6.81325127327707,-1.0,1718.09137164097,65644
738,1,210,10062,-58.1638354292531,6.81107644520176,-1.0,7879.73679502853,256021
738,1,210,10063,-58.1667129785371,6.81286655062594,-1.0,1057.99563804825,66484
738,1,210,10065,-58.155001,6.813948,-1.0,2623.0,614
738,1,210,10066,-58.165188,6.811004,-1.0,1000.0,41
738,1,210,10067,-58.159321,6.818744,-1.0,2964.0,252
738,1,210,10241,-58.1520881098701,6.79977849412987,-1.0,3545.48805194805,61600
738,1,210,10242,-58.1595232745993,6.79217459481157,-1.0,4849.80873746858,100647
738,1,210,10243,-58.1590534166978,6.80288678881634,-1.0,31720.9893829618,121597
738,1,210,10245,-58.153152,6.802597,-1.0,1000.0,3
738,1,210,10246,-58.160591,6.792641,-1.0,1000.0,12
